""	"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"
"YDR382W"	18359.8366012059	-1.16608356988397	0.203579585877498	-5.7279002944119	1.01681295719076e-08	3.50903342681219e-08
"YDR384C"	2355.17548315739	-2.48382245834744	0.106287967638287	-23.3688018835795	8.87580847868459e-121	3.78448123357597e-119
"YDR385W"	83248.4126140056	-1.54322646258043	0.164208053599135	-9.39799497500747	5.5612682495873e-21	3.81402957942596e-20
"YDR387C"	1648.05163447882	1.57178398663165	0.143571066024917	10.9477768059399	6.80985019519678e-28	5.95609164845753e-27
"YDR391C"	1159.05798341014	2.60940636050995	0.145245713996734	17.9654620346912	3.63241052955521e-72	7.84721754734911e-71
"YDR395W"	1878.0628660753	-1.34312949449798	0.0980447369376769	-13.6991493521142	1.02720643456383e-42	1.31567685818344e-41
"YDR396W"	83.99234785795	-1.37960767307243	0.226810815488816	-6.08263618337222	1.18222405230976e-09	4.40091561345177e-09
"YDR398W"	1742.73893814399	-3.10687130001554	0.101567865675423	-30.589116738399	1.70815036121267e-205	1.55922851986187e-203
"YDR399W"	2323.60013295127	-2.22530740516319	0.19207285937622	-11.5857462235432	4.86709458894496e-31	4.67313185643738e-30
"YDR406W"	2314.4631985147	1.36711804545449	0.101715170050385	13.44065044356	3.49352276894982e-41	4.32916272764125e-40
"YDR406W-A"	44.2967075358017	2.32736199999489	0.401066566109773	5.8029319735365	6.51652346077048e-09	2.27797133491119e-08
"YDR412W"	306.919949981889	-2.34756315072723	0.183012482453802	-12.8273389839396	1.15255105261256e-37	1.32676436447282e-36
"YDR413C"	6.12203786259641	-2.32130751006395	0.840730114059844	-2.76106145271099	0.00576138345242506	0.0104680477025979
"YDR418W"	16179.0709721619	-1.42702195839905	0.164123837985425	-8.6947878864847	3.47478302338512e-18	2.13662891599231e-17
"YDR420W"	818.37714619263	-1.26877074037372	0.146201625870323	-8.67822592820606	4.01989890178686e-18	2.46247304182237e-17
"YDR426C"	11.4820632312435	1.88818931293946	0.670792486963337	2.81486353773467	0.00487979502053904	0.00899486675998678
"YDR429C"	1787.90738510227	-1.76716170496726	0.105606312184525	-16.7334856071815	7.47338031782421e-63	1.37991389857033e-61
"YDR435C"	743.903109269054	1.45995100440412	0.144523692516446	10.1018108448758	5.42313886849216e-24	4.18919702106051e-23
"YDR436W"	1170.32558589555	1.43609772414988	0.117208949885794	12.2524579014588	1.62980302670493e-34	1.70642219968896e-33
"YDR440W"	216.489967077707	-1.12181063506369	0.215007098432908	-5.21755162150492	1.81303703793685e-07	5.66279182788855e-07
"YDR441C"	619.30821386545	-1.25017404855153	0.180722353674538	-6.91765032455784	4.59196018705846e-12	2.01356522140229e-11
"YDR445C"	13.2634796817271	-1.17116145358619	0.501326769869416	-2.33612390954356	0.0194847845163619	0.031986040640968
"YDR447C"	5455.02167449044	-1.5664277126902	0.171256750860231	-9.1466625684649	5.87195822511317e-20	3.8324432282939e-19
"YDR449C"	236.229055085693	-2.23448599767949	0.23429149448879	-9.53720493590691	1.46733679164149e-21	1.03479975480179e-20
"YDR450W"	14200.4060550186	-1.11207911997558	0.17215074935089	-6.45991448871862	1.04762162124498e-10	4.20671358568072e-10
"YDR453C"	794.897974400825	2.69894540620333	0.176940896582895	15.2533725007938	1.56344816913925e-52	2.45939504470667e-51
"YDR461C-A"	175.559635436968	2.15118031247651	0.205278351322166	10.4793335420959	1.07498594869021e-25	8.79669688568337e-25
"YDR464W"	251.3801088782	-1.9288247376145	0.290695310942056	-6.63521104404389	3.24038567970637e-11	1.34535167137585e-10
"YDR465C"	943.537933367925	-3.72817605692959	0.125203765683461	-29.776868423871	7.78733492946726e-195	6.64075232603649e-193
"YDR471W"	5251.48454934448	-1.56490126282645	0.151927267441634	-10.3003317915109	7.02186893695554e-25	5.58389356814833e-24
"YDR476C"	2856.04512198053	1.10097550856059	0.17167101092331	6.41328726754235	1.42414796447016e-10	5.6555777927274e-10
"YDR479C"	1311.17886695235	1.13751967613498	0.117795408800453	9.65674034089017	4.60276550130207e-22	3.30715334966061e-21
"YDR481C"	2554.42595186593	1.03460040191291	0.133331364925425	7.7596175700412	8.51858639492744e-15	4.40966121609622e-14
"YDR492W"	2018.56447923064	-1.64452596411177	0.111664120175123	-14.7274340364	4.2971457983565e-49	6.28663700206512e-48
"YDR496C"	548.594683800392	-3.34707901663721	0.223882307609329	-14.9501720452061	1.55347328407605e-50	2.31449663312571e-49
"YDR500C"	12648.8362864907	-1.27684896174867	0.161700809232989	-7.8963671722193	2.87149963986123e-15	1.51919911558699e-14
"YDR503C"	698.787982267134	1.0269675810656	0.126548239260223	8.11522615461942	4.84880955514555e-16	2.66089201751891e-15
"YDR512C"	543.819390697267	1.30169944577084	0.145249740776224	8.96180219540826	3.19414455284016e-19	2.03953210314848e-18
"YDR513W"	7912.40234103654	2.76931108837815	0.16803707346978	16.4803577638847	5.07834544535768e-61	8.94368392156606e-60
"YDR514C"	205.238608896996	-1.48768675229262	0.18575675951383	-8.0087893231248	1.15843159138249e-15	6.2202113867025e-15
"YDR516C"	10431.9401250966	4.25645265130557	0.131102108329638	32.4666987094008	3.14854747485866e-231	3.34520265320639e-229
"YDR524C-B"	21676.6947648418	-1.45381030990858	0.166187461213295	-8.74801443679723	2.17139491662727e-18	1.34539296889688e-17
"YDR524W-C"	10524.6334361121	-2.18114650428923	0.199165481754962	-10.9514283553048	6.54079661866593e-28	5.73625208194504e-27
"YDR525W-A"	110.936333698481	1.29613684829415	0.227714371105051	5.69194136498396	1.25602990660541e-08	4.31390027806554e-08
"YDR527W"	415.333374656688	-1.5356387343739	0.12615466442266	-12.172667109866	4.34644341827717e-34	4.50708796701669e-33
"YDR529C"	1060.67135104527	1.02700679724748	0.160896536195738	6.38302614543595	1.73622248637328e-10	6.82794777559783e-10
"YDR530C"	906.991760859894	1.21175360142486	0.15177660019162	7.98379723814477	1.4189903916751e-15	7.5941178599887e-15
"YDR533C"	2339.2427252903	2.68778083499936	0.145283267999922	18.5002779191393	2.05412035425673e-76	4.87646667250472e-75
"YDR535C"	31.8858189165833	2.01473365637504	0.384482646136148	5.24011597564176	1.60475710788037e-07	5.04141096275941e-07
"YDR536W"	15763.8594540328	7.85393352349775	0.127821834789113	61.4443810516067	0	0
"YEL005C"	205.793639730171	1.02877599260401	0.149056171236468	6.90193491534093	5.12989394783922e-12	2.24337669878178e-11
"YEL011W"	2313.22289636238	2.8728192106318	0.106923878433945	26.8678919312355	5.2128021612595e-159	3.34496740664582e-157
"YEL012W"	253.289741862124	1.81382721381198	0.171569579315691	10.571962821419	4.01991687720003e-26	3.36168790724302e-25
"YEL020C"	999.386061321823	1.29963432783142	0.147233120827996	8.82705141698183	1.07471402057865e-18	6.75579201490808e-18
"YEL024W"	2093.72296035213	1.74320064178687	0.086030498869669	20.2625890200603	2.75109210966199e-91	7.78595107542329e-90
"YEL026W"	4175.02658875487	-1.53276825255159	0.217996232488013	-7.03116854386863	2.04810915067483e-12	9.17332094369284e-12
"YEL039C"	612.581667627256	5.80932869512035	0.308156140744779	18.851899822862	2.83476652583757e-79	6.93287617130314e-78
"YEL042W"	4837.45252355723	-1.63966518935174	0.155733375502517	-10.5286691697325	6.37290782987647e-26	5.27494452687476e-25
"YEL046C"	10479.8410681999	-1.11208205363249	0.148949854378565	-7.46615066038315	8.25747974336372e-14	4.05122832829222e-13
"YEL048C"	105.103155194343	-1.03590735138416	0.207920469841143	-4.98222879245904	6.28560526938665e-07	1.87382740344503e-06
"YEL053C"	426.417474184529	-1.11448800151585	0.180034949355122	-6.19039806164246	6.00124680496485e-10	2.27717099197759e-09
"YEL054C"	15291.4305871138	-1.63967012477719	0.192473246814892	-8.51895082517163	1.61005183348461e-17	9.54688557439504e-17
"YEL055C"	779.12801703289	-1.73314542543722	0.168467865135336	-10.2876915074867	8.00730634260228e-25	6.3441751108075e-24
"YEL060C"	5900.61097333942	2.09861330476077	0.124608237949179	16.8416899179385	1.20738575233926e-63	2.29474107358086e-62
"YEL061C"	117.194366530484	-2.08154823272948	0.371093834961324	-5.60922342713244	2.03236505148622e-08	6.88179618530941e-08
"YEL073C"	106.527251844473	1.76553912915067	0.255867190878813	6.90021695664328	5.19231781832664e-12	2.2691444221561e-11
"YER001W"	792.947858366211	-2.46684274658872	0.173818571919113	-14.1920550799179	1.02607116842116e-45	1.38540984219532e-44
"YER002W"	267.864972008404	-2.43839248594152	0.191701156761399	-12.7197588534975	4.59275376123635e-37	5.15868927670238e-36
"YER006W"	1557.03628232284	-3.62226154345704	0.121100271654048	-29.9112586122425	1.40472482641606e-196	1.23027318918953e-194
"YER016W"	330.761806839958	-1.09539731431847	0.18023394826023	-6.07764144819644	1.21963084292159e-09	4.5323552138617e-09
"YER020W"	769.424703880823	1.08294957423881	0.117573062196786	9.21086475085794	3.23508052664677e-20	2.14162991758914e-19
"YER025W"	4049.41194822497	-1.32593908637708	0.13790717828008	-9.61472131410155	6.92967466712181e-22	4.94072843978179e-21
"YER026C"	6112.89147372896	1.19349273364132	0.133457996806487	8.94283416655711	3.79314720700694e-19	2.41487102638624e-18
"YER029C"	176.155564120629	-1.2238255575394	0.243096197212579	-5.03432621148413	4.79532483866579e-07	1.4434974584019e-06
"YER033C"	283.662264113359	1.35410048403804	0.21170066793368	6.39629764636473	1.59189553447733e-10	6.29089936521193e-10
"YER035W"	858.360449803322	2.37464090313808	0.147486693625694	16.1007128491515	2.52182374051016e-58	4.31238513515734e-57
"YER037W"	394.673001235624	1.38817986726947	0.146150170429071	9.49831165570335	2.13320742174393e-21	1.49140423951698e-20
"YER038W-A"	8.52415063112869	4.27374378655125	1.17536089875143	3.63611193046425	0.000276784102199873	0.000610356504374744
"YER039C"	509.012444891915	2.68727974094065	0.145962956998953	18.4106967698655	1.07826384735837e-75	2.52282599087711e-74
"YER039C-A"	130.703432156272	2.43538635081036	0.224861147752106	10.8306231430216	2.46472251600478e-27	2.12701286634181e-26
"YER042W"	260.051706789263	-1.05466062059499	0.167177777395931	-6.30861731160123	2.81539292773354e-10	1.08804779753376e-09
"YER043C"	13493.5302209647	-1.17137364713199	0.13452798644613	-8.70728595645076	3.11237200568219e-18	1.91742233543976e-17
"YER044C"	1300.4168977793	1.17092756111531	0.125138768616561	9.35703278896059	8.20073398581016e-21	5.58287363046593e-20
"YER049W"	2094.46483918548	-1.93242197137195	0.0834246928207527	-23.1636690053385	1.05868601562431e-118	4.34262282738049e-117
"YER053C"	1788.65611932866	3.18715653524232	0.119456892637866	26.6803904309163	7.94960876667318e-157	4.90680137302942e-155
"YER053C-A"	12.9408799255398	3.26175805445032	0.926375956450869	3.5209873828621	0.000429943073565034	0.000919927718644763
"YER054C"	237.474682363141	2.14717571437742	0.217506589060531	9.87177318927045	5.51803978400514e-23	4.05469567348495e-22
"YER055C"	3196.32215386898	-1.52486039804677	0.0763162386974899	-19.9808117390477	8.08977840055078e-89	2.24059204333203e-87
"YER056C"	10411.183888204	-1.46630554615438	0.140586819581619	-10.4298934318171	1.81091282877266e-25	1.46158481236309e-24
"YER056C-A"	5701.94699512215	-1.72016948461284	0.172305094939667	-9.98327696122488	1.80408126139525e-23	1.35956402966309e-22
"YER062C"	27992.6991199987	6.86986883606065	0.108031557453759	63.5913153339587	0	0
"YER066C-A"	23.3249963384836	1.30088026111278	0.493563783844576	2.63568824069643	0.00839668380681244	0.0148848215951727
"YER067C-A"	42.4498261873597	5.34180312364397	0.79650689884289	6.70653717049302	1.99297099255817e-11	8.42010756373503e-11
"YER067W"	1584.52086222021	4.27148086256976	0.157170400556344	27.1773873925993	1.20209557406576e-162	7.86947617729313e-161
"YER068C-A"	8.93659879586348	3.46739614606337	1.16413298301919	2.97852238244349	0.00289641874258046	0.00551459749431962
"YER070W"	5699.17536692687	-1.57335297040556	0.093770722515782	-16.7787229125888	3.4926667466891e-63	6.59940909192189e-62
"YER073W"	1283.0160926821	-2.64511586848473	0.107434149176293	-24.6208108759184	7.56257729646632e-134	3.65769130286554e-132
"YER074W"	13979.0608032755	-1.38733335611259	0.208749568705618	-6.6459220237673	3.01324760615537e-11	1.25668325196222e-10
"YER076W-A"	19.1716878429574	1.9044787136033	0.517701498585996	3.6787197232479	0.000234407695182754	0.000520629291459707
"YER079W"	616.899943957668	2.82949777568173	0.128334499852778	22.0478342061384	1.00205806048376e-107	3.51045312972716e-106
"YER082C"	531.099643221792	-2.32755636311032	0.120773300810192	-19.2721102056183	9.21029581143557e-83	2.35936470964087e-81
"YER084W"	28.7647239493039	1.25072340794147	0.41160374503721	3.03865896027842	0.00237633699542174	0.0045822791036383
"YER086W"	6507.0531275392	-1.03188816515487	0.12204401728087	-8.45504915476602	2.78969805766011e-17	1.62590225824597e-16
"YER091C"	2128.21489190003	-1.26558704085553	0.115904317046924	-10.9192398790733	9.32731272855713e-28	8.12504217658317e-27
"YER093C-A"	246.277055202313	1.46284459448298	0.225626125924698	6.48348939418124	8.96251810533485e-11	3.61681692656757e-10
"YER096W"	232.467560944929	2.06398466139202	0.181893128379073	11.347238237008	7.65422790720469e-30	7.16864899806266e-29
"YER102W"	14202.4731654678	-2.07112595033471	0.14259732628579	-14.5242972240854	8.50096621963593e-48	1.20557466235143e-46
"YER103W"	5209.70498333481	3.89024054077696	0.140424257529143	27.7034795072327	6.33978081849524e-169	4.46609994398562e-167
"YER110C"	5799.99704450786	-3.39101065491849	0.152594640677435	-22.2223443750337	2.08877111330684e-109	7.47918540626608e-108
"YER114C"	1022.70442157483	-1.23834489344897	0.11618399076782	-10.6584813042243	1.59175390210989e-26	1.34851726007506e-25
"YER117W"	16462.6310614572	-1.85942570333299	0.171479625787647	-10.8434205800963	2.14305317723054e-27	1.85435616043139e-26
"YER118C"	716.672161017961	-1.48550918831028	0.130808986267134	-11.3563236800614	6.89870570427562e-30	6.4704068986122e-29
"YER119C"	1619.82268344844	1.88914556270175	0.178231574429084	10.5993877277531	2.99937405064612e-26	2.52453808081006e-25
"YER121W"	35.1601870821441	2.44399529474579	0.503949639187609	4.84968160446673	1.23659808054941e-06	3.57466198039282e-06
"YER126C"	859.397660653459	-2.76665805186525	0.123513822762189	-22.3995824110482	3.97284448909398e-111	1.46295483714875e-109
"YER127W"	381.952115593057	-1.97225112066883	0.160152609944082	-12.3148234759174	7.53799314067998e-35	8.00880877782737e-34
"YER131W"	5842.64995455091	-3.26809768638381	0.133942114240828	-24.3993288063811	1.7384681507657e-131	8.16450151095108e-130
"YER143W"	1220.20622950384	1.03322873100435	0.108323631563581	9.53835018352292	1.45122548985788e-21	1.02455254899444e-20
"YER145C-A"	34.7287118766322	-1.64806382145618	0.328929257004014	-5.0103898828193	5.43198732576697e-07	1.6298476786248e-06
"YER147C-A"	230.247182066052	-1.14368911293993	0.167403389186831	-6.83193523437875	8.37766742021685e-12	3.61489098205229e-11
"YER148W"	1310.76913765578	-1.22116635561163	0.108345322187246	-11.2710574943067	1.82366304449616e-29	1.67410201011043e-28
"YER150W"	12710.6681242955	6.38740545964031	0.137862602709439	46.3316761333927	0	0
"YER156C"	1838.80008086434	-1.23200331356015	0.140436939443491	-8.77264428035959	1.7451868435956e-18	1.08442530521026e-17
"YER158W-A"	38.3658607599534	-1.04460549792881	0.339860355781994	-3.0736315082271	0.00211470460020179	0.00410956537148659
"YER165W"	11936.9387516909	-1.58230071334803	0.12912090148494	-12.2544119127962	1.59099308742034e-34	1.66848320381412e-33
"YER179W"	221.881363553951	1.00714342770209	0.138892458104283	7.2512463343827	4.12953841837668e-13	1.94927447119441e-12
"YER181C"	2.72753881978024	3.36491735108766	1.48879914924929	2.26015534250163	0.0238116113733531	0.0385037558160432
"YER188W"	186.583621219079	1.4459461972413	0.179121493643671	8.07243267029551	6.89111743704918e-16	3.7530531184467e-15
"YFL001W"	307.907192842593	-1.15658371083542	0.134253285540294	-8.61493784811909	6.99795470819181e-18	4.21111833461385e-17
"YFL002C"	497.063926268604	-1.9135778594525	0.15065287819114	-12.7019004378041	5.77110269897942e-37	6.45984742523068e-36
"YFL008W"	174.687252193075	-1.0595570847415	0.318641714586906	-3.32523030173603	0.00088345526681073	0.00181479352906508
"YFL014W"	31181.9344350388	11.2834143472603	0.250637635341238	45.018834988202	0	0
"YFL015C"	7.70276803654115	3.8342570596013	1.09126316392035	3.51359524115776	0.000442085895816251	0.000944661619118075
"YFL019C"	8.74181179532366	1.99960110279053	0.727989983692975	2.74674260303263	0.0060190351878445	0.0108934283866016
"YFL021C-A"	60.6266441567241	2.57013633672859	0.341718341083225	7.52121272911903	5.42704622533844e-14	2.69110073346736e-13
"YFL023W"	199.954021436723	-2.53899860235366	0.273988135401639	-9.26681952352334	1.91779151081182e-20	1.28004189305576e-19
"YFL029C"	537.114609566974	1.23568270479454	0.13685120372998	9.02938864339587	1.72633525697335e-19	1.11438035860999e-18
"YFL030W"	752.951065213926	2.60963731596801	0.183197205399169	14.2449624724453	4.81806735327679e-46	6.54630912297419e-45
"YFL041W-A"	63.083467753308	1.35990962958196	0.29939369771993	4.54221194346616	5.56670325660036e-06	1.50763910597689e-05
"YFL042C"	884.624254895595	1.18992562100539	0.121531857565478	9.7910592731975	1.23000450576887e-22	8.97709369581989e-22
"YFL054C"	666.254756243237	1.30800712987916	0.134947270703762	9.69272755986679	3.23764552010045e-22	2.33665708416158e-21
"YFR001W"	194.387707961054	-2.07667314205317	0.17413834604721	-11.9254213054842	8.72415523713385e-33	8.7389876494381e-32
"YFR003C"	309.164080206706	1.16488709655687	0.195479725940766	5.95911975500648	2.53600211736063e-09	9.15157462874192e-09
"YFR008W"	127.727815893936	1.5642476572057	0.226952055244562	6.89241459179597	5.48532265128855e-12	2.39396472074081e-11
"YFR015C"	4583.93226317036	5.33215486635558	0.12420558458473	42.9300734277221	0	0
"YFR016C"	304.848129276908	-1.03629882598112	0.428806617692681	-2.41670436794382	0.0156617315484654	0.0262998480640077
"YFR017C"	658.821356896539	4.31801182900074	0.211471958165724	20.4188388212533	1.13735521115157e-92	3.27608849932148e-91
"YFR031C-A"	22251.6361267847	-1.44281178031946	0.213850917082363	-6.74681128331926	1.51129633237192e-11	6.43542150466648e-11
"YFR034C"	331.41656513699	-1.10901601988908	0.133706318770504	-8.29441742235546	1.09118648360198e-16	6.16026097580523e-16
"YFR034W-A"	27.3330090418118	1.07775486084969	0.500170566381223	2.15477465746802	0.0311794723050357	0.049214359476117
"YFR042W"	368.911704888235	1.0596472544355	0.155104839564687	6.83181296863127	8.38481246855866e-12	3.61556684023478e-11
"YFR045W"	536.485451788699	1.24929470680358	0.168217696450834	7.42665446716967	1.11378811934818e-13	5.39899835564365e-13
"YFR049W"	534.45296131416	1.44866499854953	0.14850127441904	9.75523613663879	1.75192483451699e-22	1.27146974832078e-21
"YFR052C-A"	3210.8650979517	6.05499213664055	0.237480051967451	25.496845257009	2.13663210573377e-143	1.19375109286729e-141
"YFR053C"	27004.5325981476	6.44574190261824	0.128390950365556	50.2040204879381	0	0
"YFR055W"	2080.17069302839	-2.7140660552498	0.116970614682982	-23.2029733502347	4.2491512269786e-119	1.75406045235976e-117
"YGL006W"	1433.37757344907	1.79450128848095	0.10773032799805	16.6573454460608	2.67642607569068e-62	4.83173186533461e-61
"YGL007C-A"	12.033650299838	2.03255942541542	0.664878473529907	3.0570390023674	0.00223535188232342	0.0043284480278871
"YGL008C"	99788.2704690504	-2.09819041788622	0.100019379606282	-20.9778387563047	1.04537643072401e-97	3.24166729546521e-96
"YGL010W"	529.69180931302	2.27104461162169	0.13466178942152	16.8648034559591	8.16733329932838e-64	1.57069694697173e-62
"YGL014W"	1862.02519491826	-1.1632979629154	0.189886175144711	-6.1262909847379	8.9951236316648e-10	3.37174067419431e-09
"YGL029W"	90.4766398506205	-2.06134814385527	0.24325362368223	-8.47406962598047	2.36965679815065e-17	1.38984124061668e-16
"YGL031C"	11371.7738259731	-1.76452801516084	0.170654401905138	-10.3397743946956	4.656324153567e-25	3.72104030077284e-24
"YGL032C"	764.733314025974	-1.52299219883232	0.130246635888165	-11.6931403905128	1.38180896402591e-31	1.35075473542261e-30
"YGL036W"	1049.09635953529	1.07026071693977	0.150648183350212	7.10437187584089	1.20870992959161e-12	5.50889525575471e-12
"YGL037C"	22092.1988126719	5.88780746376092	0.151971647998036	38.7428019720956	0	0
"YGL045W"	419.410187195052	1.18886742113218	0.145494224937306	8.17123443658656	3.0524980719928e-16	1.68798976148339e-15
"YGL047W"	440.338383475588	1.62051694830799	0.170761055302606	9.4899679873509	2.31105229029276e-21	1.61400106609778e-20
"YGL053W"	1092.76607051347	2.11579909861261	0.110042855006391	19.2270465764428	2.19794160742109e-82	5.60821242428979e-81
"YGL055W"	17230.9821678692	-2.80062270111865	0.126418043169332	-22.1536628071938	9.61732128224878e-109	3.38749234947035e-107
"YGL057C"	219.143561791801	1.20779736362768	0.159393945877718	7.57743562327183	3.52451804789861e-14	1.76935720127272e-13
"YGL059W"	240.080130186712	1.39064559255919	0.169082391476323	8.22466242887227	1.95741362813892e-16	1.09362049344555e-15
"YGL062W"	4702.95475363311	2.29693571213555	0.0852364139570883	26.9478220105778	6.0496059690542e-160	3.92074962854403e-158
"YGL072C"	131.504040080694	1.27066599227311	0.302939763104407	4.1944509999342	2.73533271006508e-05	6.81048455394996e-05
"YGL076C"	24269.8107909022	-1.58266642142972	0.163209875979355	-9.69712409823726	3.10116530372384e-22	2.24065243405063e-21
"YGL078C"	1153.63201444989	-3.19557467894044	0.161657057006844	-19.7676163237659	5.6587111931412e-87	1.52174718849577e-85
"YGL080W"	260.329603338271	1.00631193577356	0.212700133444087	4.73112978106376	2.23273714222797e-06	6.31618045341749e-06
"YGL081W"	103.783299849664	1.56233773868935	0.205884944800932	7.58840205727504	3.23874637728101e-14	1.63094912751812e-13
"YGL086W"	105.678182268616	-1.25220459570094	0.336445244333994	-3.72186742653987	0.000197754847952455	0.00044286426039387
"YGL097W"	1740.1260343974	-1.18107877230089	0.0856365114870934	-13.7917665233117	2.85677693712488e-43	3.73281680030371e-42
"YGL099W"	721.502538048816	-2.21921801837576	0.0982567183936592	-22.5859163083852	5.96100491876932e-113	2.24612051619442e-111
"YGL104C"	1544.37225952123	2.64971842883147	0.125214224111334	21.1614810348981	2.16320235379969e-99	6.83888509998818e-98
"YGL105W"	6138.36054804961	-1.23184457774937	0.0690712413358213	-17.8344062438402	3.8208695361568e-71	8.11903457830566e-70
"YGL111W"	818.272111368209	-2.48161528796579	0.106816884172686	-23.2324253528486	2.14180227191953e-119	8.8980900796862e-118
"YGL118C"	1.42599289378785	3.87099076956765	1.7393631895325	2.22552184205306	0.0260462265073247	0.0417546719366254
"YGL120C"	2594.65032021877	-2.60445258128948	0.0986667207788768	-26.396464387687	1.50441127175394e-153	9.11223313293203e-152
"YGL121C"	212.105890736858	2.10010172149512	0.224419821354407	9.35791548545351	8.13252587830836e-21	5.54226080097965e-20
"YGL123W"	62115.7320730193	-1.19808138919928	0.185665168568234	-6.4529141272881	1.09719537683052e-10	4.40032378541992e-10
"YGL135W"	32126.8953331115	-1.00708294963608	0.207898684726409	-4.84410447791618	1.2718399894375e-06	3.66835557256093e-06
"YGL141W"	594.553656124887	1.0159905947968	0.160985265693607	6.31107816246038	2.77098192239872e-10	1.07152349875096e-09
"YGL146C"	238.77451555435	1.77050520155257	0.216577709493237	8.17491885797168	2.96065054327109e-16	1.6399979633282e-15
"YGL147C"	14951.6351757221	-1.3949446552669	0.227583899265287	-6.12936442239643	8.82308234716573e-10	3.31300096709044e-09
"YGL148W"	5540.06302274091	-1.69276610976826	0.17664555955567	-9.58283986320513	9.44125444453143e-22	6.68729727377139e-21
"YGL156W"	883.571594304414	1.25697170468535	0.146711954412315	8.5676161136317	1.05649311637309e-17	6.31072063337693e-17
"YGL157W"	3451.18762513793	2.37950642488408	0.106190129620903	22.4079811690491	3.29018893572957e-111	1.22550083290019e-109
"YGL158W"	102.669478690239	1.56885444788112	0.230097710175395	6.8182097365734	9.21819987882613e-12	3.96437647078116e-11
"YGL162W"	206.775140199873	-1.20632441504003	0.201057434445173	-5.99989957282078	1.97439602537323e-09	7.18879811260892e-09
"YGL165C"	104.973890184256	1.61332363276953	0.263141735757246	6.13100627358426	8.73249614895494e-10	3.28088739370301e-09
"YGL166W"	527.353057625841	1.49475529032945	0.215878650434415	6.92405333886211	4.3890053040578e-12	1.92717773547416e-11
"YGL168W"	168.408016452699	1.16150700506601	0.223494918853926	5.19701750277893	2.0251130258068e-07	6.30391811731693e-07
"YGL169W"	909.597421730069	-1.12951191603546	0.0889866288892935	-12.6930520925864	6.4617701366582e-37	7.22047107856583e-36
"YGL170C"	17.4650025257101	-1.40999021783097	0.478568601187696	-2.94626562280037	0.00321636067114615	0.00608619956487539
"YGL171W"	432.014071230464	-3.97219431794598	0.171626226518385	-23.1444482496995	1.6534997307161e-118	6.65610667998201e-117
"YGL179C"	430.871816409102	1.09084456606891	0.141806889569239	7.69246522071339	1.44326721127586e-14	7.40602913402917e-14
"YGL181W"	1324.79334989736	1.00501755963306	0.121750833169568	8.25470786087623	1.52274245655542e-16	8.53710541603431e-16
"YGL184C"	136.719376478851	1.84363359071914	0.231775996150009	7.95437673160041	1.80035522418765e-15	9.60337630284787e-15
"YGL188C"	94.0123743681335	1.65709930253289	0.310079464952375	5.34411171919239	9.08615177452032e-08	2.91089222198053e-07
"YGL196W"	1096.42053817231	1.03432913354745	0.10205668765536	10.1348491442356	3.86970408581699e-24	3.00353918325508e-23
"YGL198W"	2416.42096715503	1.02465250973276	0.208567897090133	4.91280069477783	8.97845336605621e-07	2.63181168093217e-06
"YGL204C"	112.524004748486	1.33379218862467	0.234559305355183	5.68637507944937	1.2976422653083e-08	4.45210138775176e-08
"YGL208W"	460.161938711767	1.22933025519717	0.1533805253762	8.01490444880119	1.10222671306298e-15	5.93316555428671e-15
"YGL211W"	988.210568118363	-1.05521967680472	0.127531997433817	-8.27415627479941	1.29368396970783e-16	7.27809531916357e-16
"YGL224C"	689.424766833896	1.01326546900126	0.169046914539019	5.99398972625068	2.04754313909719e-09	7.4467604290061e-09
"YGL227W"	497.179598365962	1.28370318316343	0.223590947413642	5.74130213236489	9.39512928950447e-09	3.25092540978529e-08
"YGL229C"	433.679236103675	1.37022125704595	0.192232216160367	7.12794808494983	1.01876184424511e-12	4.67274983195508e-12
"YGL230C"	24.7987844882195	1.34917267868595	0.456761495060841	2.95377936466874	0.00313908344607109	0.00595213569748003
"YGL234W"	8951.52833723646	-1.39874693248108	0.14011833044997	-9.98261203933277	1.81621501902896e-23	1.36711841327836e-22
"YGL250W"	430.297138120346	1.54112434673938	0.139925264277362	11.0139105664617	3.27474158155284e-28	2.90336527907578e-27
"YGL257C"	841.921909707821	-1.07669775385574	0.147000413792764	-7.32445389829735	2.39873505372626e-13	1.14732117219187e-12
"YGL258W-A"	31.4703730041132	2.13203573487963	0.484062805604314	4.40446097117078	1.06047230242558e-05	2.77918357946632e-05
"YGL259W"	61.6306859723345	1.65656595114754	0.313027253984961	5.29208217514226	1.20931527331452e-07	3.83818427343359e-07
"YGR008C"	2890.06926748924	4.51637347201396	0.128080539721593	35.2619803276217	2.2481724885847e-272	3.55375753622376e-270
"YGR011W"	87.7507504984041	1.46600761735911	0.23050426046194	6.36000225948609	2.01750781576065e-10	7.8862895982779e-10
"YGR016W"	36.8536326632106	1.3667304272121	0.3262120282155	4.18969967075898	2.79323901652132e-05	6.94665466848606e-05
"YGR019W"	2643.02987959681	1.90477869168545	0.144441359309294	13.1872110647112	1.03960621877203e-39	1.24541366060287e-38
"YGR023W"	441.007143623497	1.10335686943932	0.128967458600549	8.55531218039076	1.17550175025547e-17	7.00223055460081e-17
"YGR034W"	14831.2430396554	-1.2756598666281	0.207955859386673	-6.13428191150957	8.55447064905409e-10	3.21586567729232e-09
